theme,theme_group,symbol,name,reason,seed_rank,seed_weight,source_note,source,notes
mega_hot_free_market_extension,all_a_free,002743,富煌钢构,free all-A stock list; theme inferred from public name keywords,1222,0.0008183306055646482,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002745,木林森,free all-A stock list; theme inferred from public name keywords,1223,0.0008176614881439084,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002746,仙坛股份,free all-A stock list; theme inferred from public name keywords,1224,0.0008169934640522876,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002747,埃斯顿,free all-A stock list; theme inferred from public name keywords,1225,0.0008163265306122449,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002748,世龙实业,free all-A stock list; theme inferred from public name keywords,1226,0.0008156606851549756,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002749,国光股份,free all-A stock list; theme inferred from public name keywords,1227,0.0008149959250203749,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002752,昇兴股份,free all-A stock list; theme inferred from public name keywords,1228,0.0008143322475570033,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002753,永东股份,free all-A stock list; theme inferred from public name keywords,1229,0.0008136696501220504,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002755,奥赛康,free all-A stock list; theme inferred from public name keywords,1230,0.0008130081300813008,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002756,永兴材料,free all-A stock list; theme inferred from public name keywords,1231,0.0008123476848090983,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002757,南兴股份,free all-A stock list; theme inferred from public name keywords,1232,0.0008116883116883117,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
agriculture_food_beverage,all_a_free,002758,浙农股份,free all-A stock list; theme inferred from public name keywords,1233,0.0008110300081103001,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002759,天际股份,free all-A stock list; theme inferred from public name keywords,1234,0.0008103727714748784,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002760,凤形股份,free all-A stock list; theme inferred from public name keywords,1235,0.0008097165991902834,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
construction_infrastructure,all_a_free,002761,浙江建投,free all-A stock list; theme inferred from public name keywords,1236,0.0008090614886731392,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002762,*ST金比,free all-A stock list; theme inferred from public name keywords,1237,0.0008084074373484236,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002763,汇洁股份,free all-A stock list; theme inferred from public name keywords,1238,0.0008077544426494346,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002765,蓝黛科技,free all-A stock list; theme inferred from public name keywords,1239,0.0008071025020177562,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002766,索菱股份,free all-A stock list; theme inferred from public name keywords,1240,0.0008064516129032258,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
consumer_electronics_pcb,all_a_free,002767,先锋电子,free all-A stock list; theme inferred from public name keywords,1241,0.0008058017727639,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002768,国恩股份,free all-A stock list; theme inferred from public name keywords,1242,0.0008051529790660225,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002769,普路通,free all-A stock list; theme inferred from public name keywords,1243,0.0008045052292839903,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002771,真视通,free all-A stock list; theme inferred from public name keywords,1244,0.0008038585209003215,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002772,众兴菌业,free all-A stock list; theme inferred from public name keywords,1245,0.0008032128514056225,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002773,康弘药业,free all-A stock list; theme inferred from public name keywords,1246,0.0008025682182985554,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002774,快意电梯,free all-A stock list; theme inferred from public name keywords,1247,0.0008019246190858059,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002775,文科股份,free all-A stock list; theme inferred from public name keywords,1248,0.0008012820512820513,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002777,久远银海,free all-A stock list; theme inferred from public name keywords,1249,0.0008006405124099279,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002778,中晟高科,free all-A stock list; theme inferred from public name keywords,1250,0.0008,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002779,中坚科技,free all-A stock list; theme inferred from public name keywords,1251,0.0007993605115907274,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002780,三夫户外,free all-A stock list; theme inferred from public name keywords,1252,0.0007987220447284345,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002782,可立克,free all-A stock list; theme inferred from public name keywords,1253,0.0007980845969672786,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002783,凯龙股份,free all-A stock list; theme inferred from public name keywords,1254,0.0007974481658692185,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002785,万里石,free all-A stock list; theme inferred from public name keywords,1255,0.0007968127490039841,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002786,银宝山新,free all-A stock list; theme inferred from public name keywords,1256,0.0007961783439490446,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002787,华源控股,free all-A stock list; theme inferred from public name keywords,1257,0.0007955449482895784,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002788,鹭燕医药,free all-A stock list; theme inferred from public name keywords,1258,0.000794912559618442,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
construction_infrastructure,all_a_free,002789,*ST建艺,free all-A stock list; theme inferred from public name keywords,1259,0.0007942811755361397,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002790,瑞尔特,free all-A stock list; theme inferred from public name keywords,1260,0.0007936507936507937,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002791,坚朗五金,free all-A stock list; theme inferred from public name keywords,1261,0.0007930214115781126,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002792,通宇通讯,free all-A stock list; theme inferred from public name keywords,1262,0.000792393026941363,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002793,罗欣药业,free all-A stock list; theme inferred from public name keywords,1263,0.000791765637371338,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002795,永和智控,free all-A stock list; theme inferred from public name keywords,1264,0.0007911392405063291,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002796,世嘉科技,free all-A stock list; theme inferred from public name keywords,1265,0.0007905138339920949,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002797,第一创业,free all-A stock list; theme inferred from public name keywords,1266,0.0007898894154818325,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002798,帝欧水华,free all-A stock list; theme inferred from public name keywords,1267,0.0007892659826361484,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002799,环球印务,free all-A stock list; theme inferred from public name keywords,1268,0.0007886435331230284,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002800,天顺股份,free all-A stock list; theme inferred from public name keywords,1269,0.0007880220646178094,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002801,微光股份,free all-A stock list; theme inferred from public name keywords,1270,0.0007874015748031496,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002802,洪汇新材,free all-A stock list; theme inferred from public name keywords,1271,0.0007867820613690008,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002803,吉宏股份,free all-A stock list; theme inferred from public name keywords,1272,0.0007861635220125787,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002805,丰元股份,free all-A stock list; theme inferred from public name keywords,1273,0.0007855459544383347,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002806,华锋股份,free all-A stock list; theme inferred from public name keywords,1274,0.0007849293563579278,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
data_element_fintech_ai_app,all_a_free,002807,江阴银行,free all-A stock list; theme inferred from public name keywords,1275,0.000784313725490196,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002808,*ST恒久,free all-A stock list; theme inferred from public name keywords,1276,0.0007836990595611285,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002809,红墙股份,free all-A stock list; theme inferred from public name keywords,1277,0.0007830853563038371,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002810,山东赫达,free all-A stock list; theme inferred from public name keywords,1278,0.000782472613458529,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002811,郑中设计,free all-A stock list; theme inferred from public name keywords,1279,0.0007818608287724785,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002812,恩捷股份,free all-A stock list; theme inferred from public name keywords,1280,0.00078125,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002813,路畅科技,free all-A stock list; theme inferred from public name keywords,1281,0.00078064012490242,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002815,崇达技术,free all-A stock list; theme inferred from public name keywords,1282,0.00078003120124805,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002816,*ST和科,free all-A stock list; theme inferred from public name keywords,1283,0.000779423226812159,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002817,黄山胶囊,free all-A stock list; theme inferred from public name keywords,1284,0.000778816199376947,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002818,富森美,free all-A stock list; theme inferred from public name keywords,1285,0.0007782101167315176,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002819,东方中科,free all-A stock list; theme inferred from public name keywords,1286,0.0007776049766718507,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002820,桂发祥,free all-A stock list; theme inferred from public name keywords,1287,0.000777000777000777,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002821,凯莱英,free all-A stock list; theme inferred from public name keywords,1288,0.0007763975155279503,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002822,ST中装,free all-A stock list; theme inferred from public name keywords,1289,0.0007757951900698216,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
robotics_highend_manufacturing,all_a_free,002823,凯中精密,free all-A stock list; theme inferred from public name keywords,1290,0.0007751937984496124,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002824,和胜股份,free all-A stock list; theme inferred from public name keywords,1291,0.000774593338497289,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002825,纳尔股份,free all-A stock list; theme inferred from public name keywords,1292,0.0007739938080495357,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002826,易明医药,free all-A stock list; theme inferred from public name keywords,1293,0.0007733952049497294,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002827,高争民爆,free all-A stock list; theme inferred from public name keywords,1294,0.0007727975270479134,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
power_solid_state_battery,all_a_free,002828,贝肯能源,free all-A stock list; theme inferred from public name keywords,1295,0.0007722007722007722,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002829,星网宇达,free all-A stock list; theme inferred from public name keywords,1296,0.0007716049382716049,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002830,名雕股份,free all-A stock list; theme inferred from public name keywords,1297,0.0007710100231303007,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002831,裕同科技,free all-A stock list; theme inferred from public name keywords,1298,0.0007704160246533128,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002832,比音勒芬,free all-A stock list; theme inferred from public name keywords,1299,0.0007698229407236335,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
robotics_highend_manufacturing,all_a_free,002833,弘亚数控,free all-A stock list; theme inferred from public name keywords,1300,0.0007692307692307692,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002835,同为股份,free all-A stock list; theme inferred from public name keywords,1301,0.0007686395080707148,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002836,新宏泽,free all-A stock list; theme inferred from public name keywords,1302,0.0007680491551459293,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002837,英维克,free all-A stock list; theme inferred from public name keywords,1303,0.0007674597083653108,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002838,道恩股份,free all-A stock list; theme inferred from public name keywords,1304,0.0007668711656441718,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002839,张家港行,free all-A stock list; theme inferred from public name keywords,1305,0.0007662835249042146,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002840,华统股份,free all-A stock list; theme inferred from public name keywords,1306,0.0007656967840735069,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
consumer_electronics_pcb,all_a_free,002841,视源股份,free all-A stock list; theme inferred from public name keywords,1307,0.0007651109410864575,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
metals_energy_metals,all_a_free,002842,翔鹭钨业,free all-A stock list; theme inferred from public name keywords,1308,0.0007645259938837921,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002843,泰嘉股份,free all-A stock list; theme inferred from public name keywords,1309,0.0007639419404125286,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002845,同兴达,free all-A stock list; theme inferred from public name keywords,1310,0.0007633587786259542,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002846,英联股份,free all-A stock list; theme inferred from public name keywords,1311,0.0007627765064836003,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002847,盐津铺子,free all-A stock list; theme inferred from public name keywords,1312,0.0007621951219512195,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002848,高斯贝尔,free all-A stock list; theme inferred from public name keywords,1313,0.0007616146230007616,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002849,威星智能,free all-A stock list; theme inferred from public name keywords,1314,0.00076103500761035,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002850,科达利,free all-A stock list; theme inferred from public name keywords,1315,0.0007604562737642585,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002851,麦格米特,free all-A stock list; theme inferred from public name keywords,1316,0.0007598784194528875,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002852,道道全,free all-A stock list; theme inferred from public name keywords,1317,0.0007593014426727411,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002853,皮阿诺,free all-A stock list; theme inferred from public name keywords,1318,0.0007587253414264037,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002855,捷荣技术,free all-A stock list; theme inferred from public name keywords,1319,0.000758150113722517,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002856,*ST美芝,free all-A stock list; theme inferred from public name keywords,1320,0.0007575757575757576,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
power_solid_state_battery,all_a_free,002857,三晖电气,free all-A stock list; theme inferred from public name keywords,1321,0.000757002271006813,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002858,力盛体育,free all-A stock list; theme inferred from public name keywords,1322,0.0007564296520423601,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002859,洁美科技,free all-A stock list; theme inferred from public name keywords,1323,0.0007558578987150416,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002860,星帅尔,free all-A stock list; theme inferred from public name keywords,1324,0.0007552870090634441,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002861,瀛通通讯,free all-A stock list; theme inferred from public name keywords,1325,0.0007547169811320754,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002862,实丰文化,free all-A stock list; theme inferred from public name keywords,1326,0.0007541478129713424,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002863,今飞凯达,free all-A stock list; theme inferred from public name keywords,1327,0.0007535795026375283,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002864,盘龙药业,free all-A stock list; theme inferred from public name keywords,1328,0.0007530120481927711,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002865,钧达股份,free all-A stock list; theme inferred from public name keywords,1329,0.0007524454477050414,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002866,传艺科技,free all-A stock list; theme inferred from public name keywords,1330,0.0007518796992481203,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002867,周大生,free all-A stock list; theme inferred from public name keywords,1331,0.0007513148009015778,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002868,绿康生化,free all-A stock list; theme inferred from public name keywords,1332,0.0007507507507507507,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002869,金溢科技,free all-A stock list; theme inferred from public name keywords,1333,0.0007501875468867217,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002870,香山股份,free all-A stock list; theme inferred from public name keywords,1334,0.0007496251874062968,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002871,伟隆股份,free all-A stock list; theme inferred from public name keywords,1335,0.000749063670411985,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002872,ST天圣,free all-A stock list; theme inferred from public name keywords,1336,0.0007485029940119761,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002873,新天药业,free all-A stock list; theme inferred from public name keywords,1337,0.0007479431563201197,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002875,安奈儿,free all-A stock list; theme inferred from public name keywords,1338,0.0007473841554559044,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002876,三利谱,free all-A stock list; theme inferred from public name keywords,1339,0.0007468259895444362,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002877,智能自控,free all-A stock list; theme inferred from public name keywords,1340,0.0007462686567164179,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002878,元隆雅图,free all-A stock list; theme inferred from public name keywords,1341,0.0007457121551081282,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
ai_compute_semiconductor,all_a_free,002879,长缆科技,free all-A stock list; theme inferred from public name keywords,1342,0.0007451564828614009,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
innovative_drug_medical_device,all_a_free,002880,卫光生物,free all-A stock list; theme inferred from public name keywords,1343,0.0007446016381236039,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002881,美格智能,free all-A stock list; theme inferred from public name keywords,1344,0.000744047619047619,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002882,金龙羽,free all-A stock list; theme inferred from public name keywords,1345,0.0007434944237918215,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002883,*ST中设,free all-A stock list; theme inferred from public name keywords,1346,0.0007429420505200594,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
mega_hot_free_market_extension,all_a_free,002884,凌霄泵业,free all-A stock list; theme inferred from public name keywords,1347,0.0007423904974016332,akshare_stock_info_a_code_name,akshare_stock_info_a_code_name,free all-A stock list; theme inferred from public name keywords
