factor,year,rank_ic_mean,ic_mean,positive_rank_ic_ratio,observations
ma_slope_60,2022,0.09979296066252588,0.1030481189613092,0.6273291925465838,161
ma_slope_60,2023,0.06027972027972028,0.07219651242934753,0.5615384615384615,260
ma_slope_60,2024,0.042748091603053436,0.046243555083887646,0.5458015267175572,262
ma_slope_60,2025,-0.009848484848484851,0.00700895784963138,0.453125,256
macd_diff,2022,0.0789865871833085,0.0851433308142646,0.639344262295082,244
macd_diff,2023,0.09104895104895104,0.10116063891319159,0.6038461538461538,260
macd_diff,2024,0.07254221605366644,0.08268365800543427,0.6183206106870229,262
macd_diff,2025,0.06534090909090909,0.10276555803377249,0.59375,256
macd_hist,2022,-0.007632813490554076,-0.020183442091020694,0.47280334728033474,239
macd_hist,2023,0.02997668997668998,0.03344636531818029,0.5384615384615384,260
macd_hist,2024,-0.0015267175572519082,0.010683230699040565,0.5305343511450382,262
macd_hist,2025,-0.029450757575757575,-0.028479349212357168,0.46484375,256
macd_signal,2022,0.08076581716749082,0.08806741162242392,0.5983263598326359,239
macd_signal,2023,0.08018648018648018,0.09712339014897137,0.573076923076923,260
macd_signal,2024,0.08290538977561879,0.07902089566575235,0.6564885496183206,262
macd_signal,2025,0.07571022727272728,0.10607326456452618,0.5703125,256
max_drawdown_120,2022,0.12024108488196887,0.10974851398286442,0.6353591160220995,181
max_drawdown_120,2023,0.10149184149184148,0.10151375341526483,0.6192307692307693,260
max_drawdown_120,2024,0.07971316215591025,0.0441958163970221,0.6030534351145038,262
max_drawdown_120,2025,0.04488636363636364,0.039770897924271735,0.55078125,256
max_drawdown_20,2022,0.03470185728250244,0.043231353536255845,0.5201612903225806,248
max_drawdown_20,2023,0.041491841491841486,0.06326596329593277,0.5384615384615384,260
max_drawdown_20,2024,0.04182280823502197,0.07386729884463247,0.5648854961832062,262
max_drawdown_20,2025,0.04384469696969697,0.04420631349077137,0.57421875,256
max_drawdown_60,2022,0.10955710955710955,0.12024779365741227,0.6244343891402715,221
max_drawdown_60,2023,0.057995337995337994,0.09374605195353795,0.5807692307692308,260
max_drawdown_60,2024,0.03876937312051816,0.061925497841141645,0.5992366412213741,262
max_drawdown_60,2025,0.05752840909090909,0.05493408740743118,0.53125,256
momentum_1,2022,0.011442611442611444,1.3273884871742636e-05,0.5057915057915058,259
momentum_1,2023,-0.020046620046620046,-0.007423889363523959,0.46923076923076923,260
momentum_1,2024,-0.0022206800832755046,0.0059856409350377655,0.48854961832061067,262
momentum_1,2025,-0.002651515151515152,-0.0013523131585013116,0.515625,256
momentum_10,2022,0.05216969696969696,0.04889581431353682,0.556,250
momentum_10,2023,0.04153846153846154,0.05298367354872838,0.5346153846153846,260
momentum_10,2024,0.020587554938699976,0.05508200275015996,0.5381679389312977,262
momentum_10,2025,0.026420454545454546,0.035969547139740966,0.54296875,256
momentum_120,2022,0.1341125541125541,0.13056742761400583,0.6571428571428571,140
momentum_120,2023,0.05515151515151515,0.06404597000754064,0.573076923076923,260
momentum_120,2024,0.05528568123987971,0.058017057670780824,0.5572519083969466,262
momentum_120,2025,0.04607007575757576,0.03902142321539055,0.55078125,256
momentum_2,2022,0.010899694620624853,0.012899592673772135,0.49612403100775193,258
momentum_2,2023,-0.0057342657342657356,-0.002915558255606348,0.5076923076923077,260
momentum_2,2024,-0.009484154522322461,0.00810957720373051,0.49236641221374045,262
momentum_2,2025,-0.01571969696969697,-0.008787097300983388,0.51171875,256
momentum_20,2022,0.04045454545454545,0.04534777911308384,0.5666666666666667,240
momentum_20,2023,0.08484848484848485,0.0977143669212114,0.6153846153846154,260
momentum_20,2024,0.04034235484617164,0.06469788239787518,0.549618320610687,262
momentum_20,2025,0.059659090909090905,0.08404111823669722,0.58203125,256
momentum_240,2022,0.35818181818181816,0.3302134511218642,0.95,20
momentum_240,2023,-0.05002331002331002,-0.05761549380611972,0.4346153846153846,260
momentum_240,2024,0.04695813092759658,0.0624767197382331,0.549618320610687,262
momentum_240,2025,0.04521780303030303,0.04826892634249242,0.54296875,256
momentum_3,2022,0.02473764886216248,0.023039171584441586,0.5058365758754864,257
momentum_3,2023,0.01892773892773893,0.004970139973798488,0.5423076923076923,260
momentum_3,2024,-0.0038399259773305577,0.014704867524572465,0.48854961832061067,262
momentum_3,2025,-0.01453598484848485,-0.008506981925266157,0.46875,256
momentum_40,2022,0.10600550964187327,0.13166292814314187,0.6045454545454545,220
momentum_40,2023,0.07832167832167831,0.09171653202584916,0.5538461538461539,260
momentum_40,2024,0.0916030534351145,0.09420339625565054,0.6068702290076335,262
momentum_40,2025,0.061553030303030304,0.08902660547891868,0.55859375,256
momentum_5,2022,0.05877599524658348,0.06106045042396201,0.6078431372549019,255
momentum_5,2023,0.025174825174825173,0.015317186669499883,0.5615384615384615,260
momentum_5,2024,0.014249363867684479,0.0207785702892977,0.5114503816793893,262
momentum_5,2025,-0.01571969696969697,0.002772524287252908,0.47265625,256
momentum_60,2022,0.12024242424242425,0.1128871368338042,0.645,200
momentum_60,2023,0.06484848484848485,0.08271970531923789,0.5692307692307692,260
momentum_60,2024,0.0625028915105251,0.06885106577506707,0.5954198473282443,262
momentum_60,2025,0.07315340909090909,0.0855780812148186,0.55078125,256
new_high_distance_60,2022,0.10006855889208831,0.0983524732153393,0.6018099547511312,221
new_high_distance_60,2023,0.06624708624708624,0.11588563630292609,0.5653846153846154,260
new_high_distance_60,2024,0.05403654869303724,0.06721891329340553,0.5725190839694656,262
new_high_distance_60,2025,0.08697916666666666,0.09161225821441782,0.6015625,256
new_low_distance_60,2022,0.10089126559714795,0.10691553437301249,0.6199095022624435,221
new_low_distance_60,2023,0.0662004662004662,0.06781224297298545,0.5384615384615384,260
new_low_distance_60,2024,0.04908628267406893,0.060549127779424006,0.5687022900763359,262
new_low_distance_60,2025,0.06013257575757576,0.07574345133461277,0.59375,256
overnight_return,2022,0.01443781443781444,0.007560310674448349,0.5173745173745173,259
overnight_return,2023,0.03034965034965035,0.02662788321032256,0.5461538461538461,260
overnight_return,2024,0.017349063150589865,0.007582672097964251,0.549618320610687,262
overnight_return,2025,-0.02159090909090909,-0.014066502177508666,0.46875,256
positive_body_ratio_20,2022,0.0723662101336398,0.07371213558722867,0.6209677419354839,248
positive_body_ratio_20,2023,0.05880288927807851,0.07478679989944334,0.5692307692307692,260
positive_body_ratio_20,2024,0.047571307170515144,0.05394419359528447,0.5610687022900763,262
positive_body_ratio_20,2025,0.05969420604369255,0.05328996728817512,0.5546875,256
positive_body_ratio_60,2022,0.07786039377324626,0.08957973113571692,0.5248868778280543,221
positive_body_ratio_60,2023,0.04503472549871244,0.06122386413231773,0.5461538461538461,260
positive_body_ratio_60,2024,0.04778264307593612,0.05899316235970615,0.549618320610687,262
positive_body_ratio_60,2025,0.08642071063824783,0.10555132233767221,0.578125,256
price_efficiency_120,2022,0.04666666666666667,0.09833695410642314,0.5714285714285714,140
price_efficiency_120,2023,0.04326340326340327,0.04662220654472407,0.5846153846153846,260
price_efficiency_120,2024,0.03802914642609299,0.037465652582142336,0.5267175572519084,262
price_efficiency_120,2025,-0.007812499999999999,-0.02760442692959709,0.5,256
price_efficiency_20,2022,-0.0303030303030303,-0.043816251026483,0.44583333333333336,240
price_efficiency_20,2023,0.05333333333333334,0.06608363971803777,0.5769230769230769,260
price_efficiency_20,2024,0.017164006476983577,-0.014415821744522099,0.5038167938931297,262
price_efficiency_20,2025,0.033380681818181816,0.03789923862000104,0.53125,256
price_efficiency_60,2022,0.02878787878787879,0.04882196084486032,0.525,200
price_efficiency_60,2023,-0.010675990675990676,-0.025586064851637093,0.4846153846153846,260
price_efficiency_60,2024,-0.00638445523941707,-0.005636860199918253,0.4541984732824427,262
price_efficiency_60,2025,0.00033143939393939434,-0.00445856501845956,0.484375,256
price_position_120,2022,0.13236229700318097,0.14641048274193702,0.6519337016574586,181
price_position_120,2023,0.06727272727272728,0.09845551406592747,0.6,260
price_position_120,2024,0.08743927827897294,0.09126645654216316,0.6374045801526718,262
price_position_120,2025,0.062263257575757576,0.06188673715997949,0.5859375,256
price_position_20,2022,0.048240469208211144,0.044970561942391074,0.5766129032258065,248
price_position_20,2023,0.05557109557109557,0.07367369498194878,0.5846153846153846,260
price_position_20,2024,0.025028915105250984,0.0370795862339324,0.5190839694656488,262
price_position_20,2025,0.034043560606060605,0.047596402530372235,0.55078125,256
price_position_240,2022,0.1767176717671767,0.20953467362480685,0.7227722772277227,101
price_position_240,2023,0.011468531468531471,0.012655551263540957,0.5115384615384615,260
price_position_240,2024,0.0693499884339579,0.07175616455899612,0.5725190839694656,262
price_position_240,2025,0.05686553030303031,0.059316922419409876,0.5703125,256
price_position_40,2022,0.07213410702772406,0.07772572305989725,0.5872340425531914,235
price_position_40,2023,0.06545454545454545,0.09402038423120718,0.5615384615384615,260
price_position_40,2024,0.06486236409900531,0.07198566048454771,0.5687022900763359,262
price_position_40,2025,0.06084280303030303,0.08238113094489787,0.5625,256
price_position_60,2022,0.10489510489510488,0.11505255824195865,0.6334841628959276,221
price_position_60,2023,0.064009324009324,0.09602243128075537,0.5423076923076923,260
price_position_60,2024,0.05658107795512376,0.07140870074345874,0.583969465648855,262
price_position_60,2025,0.0796875,0.09278178232481199,0.6171875,256
return_autocorr_20,2022,-0.02186234817813765,-0.030516235346903415,0.44534412955465585,247
return_autocorr_20,2023,0.02125874125874126,0.0040038065363320625,0.5384615384615384,260
return_autocorr_20,2024,0.036456164700439504,0.026102834004329903,0.5343511450381679,262
return_autocorr_20,2025,0.012405303030303032,0.006053866055070388,0.54296875,256
return_autocorr_60,2022,-0.002258953168044077,-0.005895628759977233,0.509090909090909,220
return_autocorr_60,2023,0.0038694638694638677,0.006017318983824278,0.4807692307692308,260
return_autocorr_60,2024,-0.03363405042794356,-0.039490828934025314,0.48854961832061067,262
return_autocorr_60,2025,0.013920454545454548,0.010442750177514953,0.55078125,256
return_kurt_20,2022,-0.023772418058132346,-0.02336135842247997,0.4448979591836735,245
return_kurt_20,2023,-0.05393939393939394,-0.06322674188469524,0.4115384615384615,260
return_kurt_20,2024,-0.021050196622715706,-0.016328421899944323,0.4389312977099237,262
return_kurt_20,2025,-0.004450757575757573,-0.006404221101291165,0.46875,256
return_kurt_60,2022,-0.08986225895316804,-0.07120950045121983,0.38181818181818183,220
return_kurt_60,2023,-0.08559440559440559,-0.08801181569098714,0.4115384615384615,260
return_kurt_60,2024,-0.02206800832755031,0.003894091765236933,0.5038167938931297,262
return_kurt_60,2025,-0.060890151515151515,-0.032418895556442756,0.42578125,256
return_skew_20,2022,0.00823747680890538,0.01668457650844262,0.5183673469387755,245
return_skew_20,2023,-0.007132867132867134,-0.022007991645070203,0.4846153846153846,260
return_skew_20,2024,0.0008790191996298876,-0.007338567618598502,0.48854961832061067,262
return_skew_20,2025,-0.012831439393939395,-0.022026207874273916,0.4921875,256
return_skew_60,2022,0.05179063360881543,0.0574952173727807,0.5772727272727273,220
return_skew_60,2023,0.001911421911421912,0.009539091740159026,0.5307692307692308,260
return_skew_60,2024,-0.0017580383992597708,-0.0004505046706726379,0.48854961832061067,262
return_skew_60,2025,0.004450757575757577,-0.0021058387529916457,0.5234375,256
reversal_1,2022,-0.011442611442611444,-1.3273884871742636e-05,0.4942084942084942,259
reversal_1,2023,0.020046620046620046,0.007423889363523959,0.5307692307692308,260
reversal_1,2024,0.0022206800832755046,-0.0059856409350377655,0.5114503816793893,262
reversal_1,2025,0.002651515151515152,0.0013523131585013116,0.484375,256
reversal_10,2022,-0.05216969696969696,-0.04889581431353682,0.444,250
reversal_10,2023,-0.04153846153846154,-0.05298367354872838,0.4653846153846154,260
reversal_10,2024,-0.020587554938699976,-0.05508200275015996,0.4618320610687023,262
reversal_10,2025,-0.026420454545454546,-0.035969547139740966,0.45703125,256
reversal_2,2022,-0.010899694620624853,-0.012899592673772135,0.5038759689922481,258
reversal_2,2023,0.0057342657342657356,0.002915558255606348,0.49230769230769234,260
reversal_2,2024,0.009484154522322461,-0.00810957720373051,0.5076335877862596,262
reversal_2,2025,0.01571969696969697,0.008787097300983388,0.48828125,256
reversal_20,2022,-0.04045454545454545,-0.04534777911308384,0.43333333333333335,240
reversal_20,2023,-0.08484848484848485,-0.0977143669212114,0.38461538461538464,260
reversal_20,2024,-0.04034235484617164,-0.06469788239787518,0.45038167938931295,262
reversal_20,2025,-0.059659090909090905,-0.08404111823669722,0.41796875,256
reversal_3,2022,-0.02473764886216248,-0.023039171584441586,0.49416342412451364,257
reversal_3,2023,-0.01892773892773893,-0.004970139973798488,0.4576923076923077,260
reversal_3,2024,0.0038399259773305577,-0.014704867524572465,0.5114503816793893,262
reversal_3,2025,0.01453598484848485,0.008506981925266157,0.53125,256
reversal_5,2022,-0.05877599524658348,-0.06106045042396201,0.39215686274509803,255
reversal_5,2023,-0.025174825174825173,-0.015317186669499883,0.43846153846153846,260
reversal_5,2024,-0.014249363867684479,-0.0207785702892977,0.48854961832061067,262
reversal_5,2025,0.01571969696969697,-0.002772524287252908,0.52734375,256
rsi_14,2022,0.03418181818181818,0.0319401698196662,0.552,250
rsi_14,2023,0.05342657342657343,0.06907125535630144,0.5769230769230769,260
rsi_14,2024,0.06518621327781633,0.07414210536973104,0.6030534351145038,262
rsi_14,2025,0.04857954545454545,0.04871046134921661,0.59765625,256
rsi_24,2022,0.05250869349230005,0.04789633813136066,0.5532786885245902,244
rsi_24,2023,0.0708158508158508,0.08255093563633643,0.5846153846153846,260
rsi_24,2024,0.04408975248669905,0.06134737089931501,0.5458015267175572,262
rsi_24,2025,0.07817234848484848,0.09735669637350146,0.5859375,256
rsi_6,2022,0.060442877435064934,0.06573448027211518,0.59375,256
rsi_6,2023,0.015666977133375812,0.011425191728118872,0.5384615384615384,260
rsi_6,2024,0.008182148640163906,0.014243119645568665,0.48091603053435117,262
rsi_6,2025,-0.00561417748917749,-0.009955586075519758,0.50390625,256
trend_strength_120,2022,0.04761904761904762,0.10125565220200321,0.55,140
trend_strength_120,2023,0.04843822843822844,0.051506251289944883,0.5846153846153846,260
trend_strength_120,2024,0.03941707147814018,0.037825178008349815,0.5343511450381679,262
trend_strength_120,2025,-0.008285984848484848,-0.027283364869342568,0.51171875,256
trend_strength_20,2022,-0.029242424242424243,-0.03829204982883752,0.42916666666666664,240
trend_strength_20,2023,0.05696969696969697,0.07283911932240804,0.5769230769230769,260
trend_strength_20,2024,0.015776081424936386,-0.01649634662150263,0.5114503816793893,262
trend_strength_20,2025,0.036268939393939395,0.041546100744413804,0.54296875,256
trend_strength_60,2022,0.032,0.05428793047812084,0.54,200
trend_strength_60,2023,-0.009324009324009324,-0.024328388149648175,0.48846153846153845,260
trend_strength_60,2024,-0.004302567661346285,-0.006562274289686352,0.4732824427480916,262
trend_strength_60,2025,0.006676136363636363,-0.001463736905574387,0.49609375,256
turnover_crowding_20,2022,-0.02053735737946264,-0.02767339921358532,0.46153846153846156,247
turnover_crowding_20,2023,-0.020652680652680656,-0.010615948777076412,0.5076923076923077,260
turnover_crowding_20,2024,-0.018829516539440205,-0.01973597758639404,0.4732824427480916,262
turnover_crowding_20,2025,0.020265151515151517,0.015308213256949128,0.49609375,256
turnover_crowding_60,2022,-0.013388429752066115,-0.01897315611390859,0.4818181818181818,220
turnover_crowding_60,2023,-0.015617715617715617,-0.01709196974917447,0.46153846153846156,260
turnover_crowding_60,2024,-0.009530418690724034,-0.01629866624685822,0.4847328244274809,262
turnover_crowding_60,2025,0.005634469696969699,0.00997791188451491,0.51171875,256
turnover_cv_20,2022,0.05650048875855327,0.05693253772706544,0.5967741935483871,248
turnover_cv_20,2023,-0.028298368298368296,-0.01183573043148542,0.4346153846153846,260
turnover_cv_20,2024,0.05773768216516308,0.06244482205511351,0.5725190839694656,262
turnover_cv_20,2025,-0.0196969696969697,-0.020978060846537104,0.484375,256
turnover_cv_60,2022,0.039517345399698346,0.024677813310746248,0.5656108597285068,221
turnover_cv_60,2023,-0.0037296037296037296,-0.014391783375023063,0.4807692307692308,260
turnover_cv_60,2024,0.050289151052509834,0.04904900395642195,0.5572519083969466,262
turnover_cv_60,2025,0.01865530303030303,0.019134068962437575,0.51953125,256
turnover_mean_10,2022,-0.0195232962031381,-0.007495771852082666,0.49407114624505927,253
turnover_mean_10,2023,0.009044289044289045,0.00469304509609993,0.49230769230769234,260
turnover_mean_10,2024,-0.05061300023132084,-0.05422381884383321,0.4389312977099237,262
turnover_mean_10,2025,0.011600378787878786,0.02915386552750377,0.5,256
turnover_mean_120,2022,-0.09244935543278085,-0.11582093401149207,0.4419889502762431,181
turnover_mean_120,2023,-0.007878787878787877,-0.009859317329347373,0.4807692307692308,260
turnover_mean_120,2024,-0.03525329632199861,-0.05111076063997962,0.44656488549618323,262
turnover_mean_120,2025,-0.003977272727272725,0.018818711272233505,0.51953125,256
turnover_mean_20,2022,-0.03455522971652004,-0.016648657429573274,0.4959677419354839,248
turnover_mean_20,2023,0.04293706293706294,0.02954805223449969,0.5653846153846154,260
turnover_mean_20,2024,-0.03368031459634513,-0.030090082482339516,0.4389312977099237,262
turnover_mean_20,2025,0.007386363636363639,0.01835486867530098,0.5,256
turnover_mean_40,2022,-0.06909090909090909,-0.05899400739603774,0.4,235
turnover_mean_40,2023,0.02965034965034965,0.011589229379316711,0.5269230769230769,260
turnover_mean_40,2024,0.0008327550312283123,0.002677539657709872,0.5076335877862596,262
turnover_mean_40,2025,-0.0109375,-0.006549777359091624,0.49609375,256
turnover_mean_5,2022,-0.023558542624690485,-0.012124551909165176,0.4669260700389105,257
turnover_mean_5,2023,0.02018648018648019,-0.00048787413597956426,0.5923076923076923,260
turnover_mean_5,2024,-0.0062456627342123506,-0.013631488718584304,0.4847328244274809,262
turnover_mean_5,2025,0.04720643939393939,0.05268652909282755,0.55859375,256
turnover_mean_60,2022,-0.06984779925956396,-0.06623705441950717,0.4479638009049774,221
turnover_mean_60,2023,0.014172494172494174,0.020234280472844698,0.5153846153846153,260
turnover_mean_60,2024,-0.029840388619014575,-0.0033795377489528548,0.42748091603053434,262
turnover_mean_60,2025,0.002982954545454545,0.028514987792146125,0.546875,256
turnover_percentile_20,2022,-0.013935953152206734,-0.03039515185185428,0.47580645161290325,248
turnover_percentile_20,2023,-0.006888754027708803,-0.011917260564613426,0.49615384615384617,260
turnover_percentile_20,2024,-0.025714628610405594,-0.019293445770290952,0.4389312977099237,262
turnover_percentile_20,2025,0.010739993021101726,0.005213448168372899,0.5078125,256
turnover_percentile_60,2022,-0.020717405991438873,-0.02238100293373528,0.4841628959276018,221
turnover_percentile_60,2023,-0.008343298121077895,-0.006113563822892779,0.49230769230769234,260
turnover_percentile_60,2024,-0.01943622975541797,-0.01823255124824702,0.4770992366412214,262
turnover_percentile_60,2025,0.010314370578415314,0.008861823807397468,0.53515625,256
turnover_zscore_20,2022,-0.006402737047898337,-0.01794621126053892,0.5161290322580645,248
turnover_zscore_20,2023,-0.024428904428904427,-0.019010753142665343,0.4846153846153846,260
turnover_zscore_20,2024,-0.012260004626416842,-0.007701926179301148,0.4847328244274809,262
turnover_zscore_20,2025,0.004214015151515151,0.007705231801221353,0.5390625,256
turnover_zscore_60,2022,-0.014287673111202525,-0.01734080014593647,0.502262443438914,221
turnover_zscore_60,2023,-0.014358974358974357,-0.01119852717459614,0.4807692307692308,260
turnover_zscore_60,2024,-0.019338422391857506,-0.014249199111701406,0.4732824427480916,262
turnover_zscore_60,2025,0.007433712121212121,0.009115474345703855,0.51953125,256
up_day_ratio_20,2022,0.04806153443225206,0.05273478165565346,0.5772357723577236,246
up_day_ratio_20,2023,0.026310572787084673,0.05103523068557306,0.5461538461538461,260
up_day_ratio_20,2024,0.03776636553782444,0.04266052733532615,0.5419847328244275,262
up_day_ratio_20,2025,0.0825342912747388,0.08869495938761027,0.59375,256
up_day_ratio_60,2022,0.07915078342114351,0.09233831818397241,0.6018099547511312,221
up_day_ratio_60,2023,0.05132571782248454,0.0598908609300944,0.55,260
up_day_ratio_60,2024,0.067273874891937,0.0749907171674131,0.6030534351145038,262
up_day_ratio_60,2025,0.09399781897859515,0.11737686618176556,0.5859375,256
up_streak,2022,0.009034864570254087,0.003443086947627761,0.4749034749034749,259
up_streak,2023,0.012087778388656876,0.0158690736656958,0.4846153846153846,260
up_streak,2024,-0.0011560820134235866,0.010703263154823246,0.5152671755725191,262
up_streak,2025,0.0038650545055172484,0.004939470448215672,0.4765625,256
upper_shadow,2022,-0.01128205128205128,-0.016883818394861312,0.49230769230769234,260
upper_shadow,2023,-0.012074592074592074,-0.001482335556860318,0.5038461538461538,260
upper_shadow,2024,0.01702521397177886,0.02075787804178574,0.5267175572519084,262
upper_shadow,2025,-0.022159090909090906,-0.02136042892990314,0.4765625,256
upside_volatility_10,2022,0.05100011977482333,0.03733234957686967,0.5335968379446641,253
upside_volatility_10,2023,0.04256410256410256,0.03586894070966955,0.5615384615384615,260
upside_volatility_10,2024,-0.00013879250520471858,0.002203389075664294,0.4847328244274809,262
upside_volatility_10,2025,0.01524621212121212,0.017104715253691845,0.50390625,256
upside_volatility_20,2022,0.03318670576735093,0.008848446257353489,0.5483870967741935,248
upside_volatility_20,2023,0.034545454545454546,0.03702982737619959,0.5076923076923077,260
upside_volatility_20,2024,0.03067314365024289,0.029521511848991742,0.549618320610687,262
upside_volatility_20,2025,0.050331439393939394,0.04012463854818105,0.546875,256
upside_volatility_5,2022,0.034863353811673464,0.025022041600876614,0.5525291828793775,257
upside_volatility_5,2023,0.05423461873711115,0.05190552905573029,0.55,260
upside_volatility_5,2024,-0.0032385974678185324,0.011590396700769518,0.4961832061068702,262
upside_volatility_5,2025,-0.022305748707685008,-0.016832005062627355,0.4609375,256
upside_volatility_60,2022,0.10357877416700946,0.09833410539254796,0.6063348416289592,221
upside_volatility_60,2023,0.02214452214452214,0.0037930704954187086,0.5423076923076923,260
upside_volatility_60,2024,0.04802220680083276,0.04655082986646026,0.5877862595419847,262
upside_volatility_60,2025,0.057528409090909095,0.03598816082214853,0.609375,256
volatility_10,2022,0.0010101010101010103,-0.004676230888442805,0.5079365079365079,252
volatility_10,2023,0.04932400932400932,0.046624691855457166,0.5884615384615385,260
volatility_10,2024,-0.034790654637982886,-0.027098808417569988,0.48854961832061067,262
volatility_10,2025,0.02395833333333333,0.03626292027020126,0.53515625,256
volatility_120,2022,0.012996632996632996,0.01035324657668637,0.5444444444444444,180
volatility_120,2023,-0.07361305361305362,-0.07535832376697701,0.4461538461538462,260
volatility_120,2024,0.043025676613462877,0.014605971439332264,0.5267175572519084,262
volatility_120,2025,0.02225378787878788,0.013712687107254878,0.50390625,256
volatility_20,2022,-0.022304011777695986,-0.02287358478253775,0.48582995951417,247
volatility_20,2023,-0.02293706293706294,-0.010013114997328666,0.46923076923076923,260
volatility_20,2024,-0.006014341892204488,-0.010649936010567577,0.4961832061068702,262
volatility_20,2025,0.02372159090909091,0.030883114184822705,0.5546875,256
volatility_240,2022,0.056969696969696976,0.10154595415832553,0.56,100
volatility_240,2023,0.008065268065268064,-0.003075337348186718,0.5192307692307693,260
volatility_240,2024,0.09770992366412214,0.07310211852972877,0.6297709923664122,262
volatility_240,2025,-0.014157196969696969,-0.01620390604218666,0.46875,256
volatility_40,2022,0.022895622895622896,0.008926546801066285,0.5427350427350427,234
volatility_40,2023,-0.04452214452214452,-0.024594907474802488,0.4346153846153846,260
volatility_40,2024,-0.020541290770298405,-0.005016057662314214,0.4580152671755725,262
volatility_40,2025,0.016003787878787878,0.013272812672413741,0.51953125,256
volatility_5,2022,0.0012310606060606057,-0.0056413848702225305,0.5,256
volatility_5,2023,0.04321678321678322,0.04939589214716994,0.5307692307692308,260
volatility_5,2024,0.009669211195928755,0.004066648924810084,0.5343511450381679,262
volatility_5,2025,-0.025236742424242425,-0.018837706657515538,0.4765625,256
volatility_60,2022,0.033994490358126725,0.0069802718461407995,0.55,220
volatility_60,2023,-0.042377622377622375,-0.04468585043088914,0.46923076923076923,260
volatility_60,2024,0.02206800832755031,0.010026839243147947,0.5648854961832062,262
volatility_60,2025,0.01799242424242424,0.019073834530935082,0.5390625,256
volume_cv_20,2022,-0.015884652981427175,-0.015823575135392218,0.5161290322580645,248
volume_cv_20,2023,0.02498834498834499,0.01726296626739431,0.5038461538461538,260
volume_cv_20,2024,-0.020263705759888964,-0.04565879419171084,0.5076335877862596,262
volume_cv_20,2025,-0.08172348484848485,-0.09832400498836817,0.39453125,256
volume_cv_60,2022,-0.050541615247497604,-0.040819574380862485,0.43891402714932126,221
volume_cv_60,2023,0.02526806526806527,0.01464109178758428,0.5076923076923077,260
volume_cv_60,2024,-0.021697894980337726,-0.016776040763816502,0.48854961832061067,262
volume_cv_60,2025,-0.034375,-0.06049829108193704,0.47265625,256
volume_ratio_10_60,2022,-0.0794460441519265,-0.08513818497228356,0.38009049773755654,221
volume_ratio_10_60,2023,-0.032680652680652685,-0.031910183446876926,0.45384615384615384,260
volume_ratio_10_60,2024,0.030765671987046033,0.04153532890605605,0.5572519083969466,262
volume_ratio_10_60,2025,0.03399621212121212,0.05541655013824163,0.53125,256
volume_ratio_5_20,2022,-0.009706824340970682,-0.025975914667713967,0.5447154471544715,246
volume_ratio_5_20,2023,0.034498834498834494,0.025553608612047935,0.5346153846153846,260
volume_ratio_5_20,2024,-0.004441360166551005,0.0044983601587962095,0.4961832061068702,262
volume_ratio_5_20,2025,-0.00975378787878788,-0.007349496254515852,0.4765625,256
